JKL,ATC ,INN,Zašti?eno ime leka,FO,Pakovanje i ja?ina  leka,Naziv proizvo?a?a leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
1039390,L02BG06,eksemestan,AROMASIN,tableta, 30 po 25 mg,Pfizer Italia S.R.L.,Italija,"1,627.50",25 mg,54.25,50.00," Karcinom dojke:
 1. Rani steroid-receptor pozitivni karcinom dojke u postmenopauznih bolesnica, PS 0 ili 1, sekvencijalno, posle tri godine primene adjuvantne hormonske terapije tamoksifenom, kao nastavak adjuvantnog le?enja do ukupno 5 godina. Od ovoga se izuzimaju bolesnice sa:
  a) ranim steroid-receptor pozitivnim karcinomom dojke kod postmenopauznih žena, sa niskim rizikom za relaps bolesti, kod kojih ?e se sprovoditi terapija tamoksifenom do 5 godina;
  b) ranim steroid-receptor pozitivnim karcinomom dojke u postmenopauznih bolesnica, sa visokim rizikom od relapsa bolesti, kod bolesnica koje nisu podobne za primenu adjuvatne hemioterapije i biloške terapije. Kod ovih bolesnica ?e se primenjivati inhibitori aromataze od po?etka adjuvantnog hormonskog le?enja u trajanju do 5 godina;
2. Postmenopauzne bolesnice sa steroid-receptor pozitivnim metastatskim karcinomom dojke, pri pojavi prvog relapsa bolesti na adjuvantno ili sistemski primenjen
tamoksifen;
3. Kao prva linija sistemske ili adjuvantne terapije kod bolesnica koje imaju kontraindikacije za primenu tamoksifena (glaukom, duboka venska tromboza, CVI ili
embolija u anamnezi) ili pojavu neželjenih reakcija na tamoksifen (dokazana medikamentna alergija, hiperplazija i/ili polip endometrijuma dokazani histopatološki,
ponavaljanje metroragije.","Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou zdravstvene zaštite, a nastavak terapije na osnovu mišljenja lekara specijaliste zdravstvene ustanove koja obavlja zdravstvenu delatnost na sekundarnom ili tercijarnom nivou zdravstvene zaštite."
1039377,L02BG06,eksemestan,EXEDRAL 25,film tableta,"blister, 30 po 25 mg",Remedica Ltd.,Kipar,"1,627.50",25 mg,54.25,50.00," Karcinom dojke:
 1. Rani steroid-receptor pozitivni karcinom dojke u postmenopauznih bolesnica, PS 0 ili 1, sekvencijalno, posle tri godine primene adjuvantne hormonske terapije tamoksifenom, kao nastavak adjuvantnog le?enja do ukupno 5 godina. Od ovoga se izuzimaju bolesnice sa:
  a) ranim steroid-receptor pozitivnim karcinomom dojke kod postmenopauznih žena, sa niskim rizikom za relaps bolesti, kod kojih ?e se sprovoditi terapija tamoksifenom do 5 godina;
  b) ranim steroid-receptor pozitivnim karcinomom dojke u postmenopauznih bolesnica, sa visokim rizikom od relapsa bolesti, kod bolesnica koje nisu podobne za primenu adjuvatne hemioterapije i biloške terapije. Kod ovih bolesnica ?e se primenjivati inhibitori aromataze od po?etka adjuvantnog hormonskog le?enja u trajanju do 5 godina;
2. Postmenopauzne bolesnice sa steroid-receptor pozitivnim metastatskim karcinomom dojke, pri pojavi prvog relapsa bolesti na adjuvantno ili sistemski primenjen
tamoksifen;
3. Kao prva linija sistemske ili adjuvantne terapije kod bolesnica koje imaju kontraindikacije za primenu tamoksifena (glaukom, duboka venska tromboza, CVI ili
embolija u anamnezi) ili pojavu neželjenih reakcija na tamoksifen (dokazana medikamentna alergija, hiperplazija i/ili polip endometrijuma dokazani histopatološki,
ponavaljanje metroragije.","Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou zdravstvene zaštite, a nastavak terapije na osnovu mišljenja lekara specijaliste zdravstvene ustanove koja obavlja zdravstvenu delatnost na sekundarnom ili tercijarnom nivou zdravstvene zaštite."
1039405,L02BG06,eksemestan,ESCEPRAN,film tableta,"blister, 30 po 25 mg","Krka, Tovarna Zdravil d.d.",Slovenija,"1,627.50",25 mg,54.25,50.00," Karcinom dojke:
 1. Rani steroid-receptor pozitivni karcinom dojke u postmenopauznih bolesnica, PS 0 ili 1, sekvencijalno, posle tri godine primene adjuvantne hormonske terapije tamoksifenom, kao nastavak adjuvantnog le?enja do ukupno 5 godina. Od ovoga se izuzimaju bolesnice sa:
  a) ranim steroid-receptor pozitivnim karcinomom dojke kod postmenopauznih žena, sa niskim rizikom za relaps bolesti, kod kojih ?e se sprovoditi terapija tamoksifenom do 5 godina;
  b) ranim steroid-receptor pozitivnim karcinomom dojke u postmenopauznih bolesnica, sa visokim rizikom od relapsa bolesti, kod bolesnica koje nisu podobne za primenu adjuvatne hemioterapije i biloške terapije. Kod ovih bolesnica ?e se primenjivati inhibitori aromataze od po?etka adjuvantnog hormonskog le?enja u trajanju do 5 godina;
2. Postmenopauzne bolesnice sa steroid-receptor pozitivnim metastatskim karcinomom dojke, pri pojavi prvog relapsa bolesti na adjuvantno ili sistemski primenjen
tamoksifen;
3. Kao prva linija sistemske ili adjuvantne terapije kod bolesnica koje imaju kontraindikacije za primenu tamoksifena (glaukom, duboka venska tromboza, CVI ili
embolija u anamnezi) ili pojavu neželjenih reakcija na tamoksifen (dokazana medikamentna alergija, hiperplazija i/ili polip endometrijuma dokazani histopatološki,
ponavaljanje metroragije.","Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou zdravstvene zaštite, a nastavak terapije na osnovu mišljenja lekara specijaliste zdravstvene ustanove koja obavlja zdravstvenu delatnost na sekundarnom ili tercijarnom nivou zdravstvene zaštite."
1014083,L04AA06,mikofenolna kiselina,CELLCEPT,film tableta,"blister, 150 po 500 mg",F. Hoffmann-La Roche Ltd.,Švajcarska,"12,042.70",2 g,321.14,50.00,"Lek se koristi kod transplantacije bubrega, srca ili jetre (Z94.0; Z94.1 ili Z94.4).",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014260,L04AA06,mikofenolat natrijum,MYFORTIC,gastrorezistentna tableta,"blister, 120 po 180 mg",Novartis Pharma Stein AG,Švajcarska,"13,474.10",2 g,898.27,50.00,Lek se koristi kod transplantacije bubrega (Z94.0).,Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014261,L04AA06,mikofenolat natrijum,MYFORTIC,gastrorezistentna tableta,"blister, 120 po 360 mg",Novartis Pharma Stein AG,Švajcarska,"26,929.20",2 g,897.64,50.00,Lek se koristi kod transplantacije bubrega (Z94.0).,Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014081,L04AA06,mikofenolna kiselina,CELLCEPT,kapsula,"blister, 300 po 250 mg",F. Hoffmann-La Roche Ltd.,Švajcarska,"8,468.10",2 g,225.82,50.00,"Lek se koristi kod transplantacije bubrega, srca ili jetre (Z94.0; Z94.1 ili Z94.4).",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014270,L04AA10,sirolimus,RAPAMUNE,obložena tableta,"blister, 30 po 1 mg",Wyeth Pharmaceuticals; Pfizer Ireland Pharmaceuticals,Velika Britanija; Irska,"11,971.40",3 mg,"1,197.14",50.00,"Kod bolesnika sa pogoršanom bubrežnom funkcijom kalema, kod pojave izražene fibroze dokazane na biopti?kom materijalu ili ehosonografski, sa ciljem usporenja progresije hroni?ne alograft nefropatije (Z94.0).","Lek se uvodi u terapiju na osnovu mišljenja tri lekara, subspecijaliste odgovaraju?e grane medicine, zdravstvene ustanove tercijarnog nivoa zdravstvene zaštite. "
1014051,L04AA18,everolimus,CERTICAN,tableta,"blister, 60 po 0,25 mg",Novartis Pharma Stein AG,Švajcarska,"10,267.60","1,5 mg","1,026.76",50.00,Profilaksa odbacivanja organa kod odraslih pacijenata sa malim ili umerenim imunološkim rizikom koji su dobili alogeni transplantat bubrega ili srca (Z94.0; Z94.1).,"Lek se uvodi u terapiju na osnovu mišljenja tri lekara, subspecijaliste odgovaraju?e grane medicine, zdravstvene ustanove tercijarnog nivoa zdravstvene zaštite. "
1014052,L04AA18,everolimus,CERTICAN,tableta,"blister, 60 po 0,5 mg",Novartis Pharma Stein AG,Švajcarska,"19,501.80","1,5 mg",975.09,50.00,Profilaksa odbacivanja organa kod odraslih pacijenata sa malim ili umerenim imunološkim rizikom koji su dobili alogeni transplantat bubrega ili srca (Z94.0; Z94.1).,"Lek se uvodi u terapiju na osnovu mišljenja tri lekara, subspecijaliste odgovaraju?e grane medicine, zdravstvene ustanove tercijarnog nivoa zdravstvene zaštite. "
1014990,L04AD01,ciklosporin ,SANDIMMUN NEORAL,"kapsula, meka","blister, 50 po 25 mg",Novartis Pharma Stein AG; Novartis  Pharma GmbH,Švajcarska; Nema?ka,"2,686.70","0,25 g",537.34,50.00," 1. Samo za bolesnike nakon transplantacije pojedinih organa ( Z94 ),                                                                                                                                                                                                                
  2. Isklju?ivo za najteže autoimune bolesti, ukoliko postoji rezistencija na druge imunosupresivne lekove.",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014992,L04AD01,ciklosporin ,SANDIMMUN NEORAL,"kapsula, meka","blister, 50 po 50 mg",Novartis Pharma Stein AG; Novartis  Pharma GmbH,Švajcarska; Nema?ka,"5,149.90","0,25 g",514.99,50.00," 1. Samo za bolesnike nakon transplantacije pojedinih organa ( Z94 ),                                                                                                                                                                                                                
  2. Isklju?ivo za najteže autoimune bolesti, ukoliko postoji rezistencija na druge imunosupresivne lekove.",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014991,L04AD01,ciklosporin ,SANDIMMUN NEORAL,"kapsula, meka","blister, 50 po 100 mg",Novartis Pharma Stein AG; Novartis  Pharma GmbH,Švajcarska; Nema?ka,"10,029.40","0,25 g",501.47,50.00," 1. Samo za bolesnike nakon transplantacije pojedinih organa ( Z94 ),                                                                                                                                                                                                                
  2. Isklju?ivo za najteže autoimune bolesti, ukoliko postoji rezistencija na druge imunosupresivne lekove.",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
3014999,L04AD01,ciklosporin ,SANDIMMUN NEORAL,oralni rastvor,"boca staklena, 1 po 50 ml (100 mg/ml)",Novartis Pharma GMBH ,Nema?ka,"13,222.30","0,25 g",661.12,50.00," 1. Samo za bolesnike nakon transplantacije pojedinih organa ( Z94 ),                                                                                                                                                                                                                
  2. Isklju?ivo za najteže autoimune bolesti, ukoliko postoji rezistencija na druge imunosupresivne lekove.",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014904,L04AD01,ciklosporin,SIGMASPORIN,"kapsula, meka","blister, 50 po 25 mg","Germed Farmaceutica, LTDA",Brazil,"1,901.50","0,25 g",380.30,50.00," 1. Samo za bolesnike nakon transplantacije pojedinih organa ( Z94 ),                                                                                                                                                                                                                
  2. Isklju?ivo za najteže autoimune bolesti, ukoliko postoji rezistencija na druge imunosupresivne lekove.",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014908,L04AD01,ciklosporin,SIGMASPORIN,"kapsula, meka","blister, 50 po 50 mg","Germed Farmaceutica, LTDA",Brazil,"3,687.80","0,25 g",368.78,50.00," 1. Samo za bolesnike nakon transplantacije pojedinih organa ( Z94 ),                                                                                                                                                                                                                
  2. Isklju?ivo za najteže autoimune bolesti, ukoliko postoji rezistencija na druge imunosupresivne lekove.",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014913,L04AD01,ciklosporin,SIGMASPORIN,"kapsula, meka","blister, 50 po 100 mg","Germed Farmaceutica, LTDA",Brazil,"6,902.20","0,25 g",345.11,50.00," 1. Samo za bolesnike nakon transplantacije pojedinih organa ( Z94 ),                                                                                                                                                                                                                
  2. Isklju?ivo za najteže autoimune bolesti, ukoliko postoji rezistencija na druge imunosupresivne lekove.",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
3014900,L04AD01,ciklosporin,SIGMASPORIN,oralni rastvor,"boca staklena, 1 po 50 ml (100mg/ml)","Germed Farmaceutica, LTDA",Brazil,"9,255.90","0,25 g",462.80,50.00," 1. Samo za bolesnike nakon transplantacije pojedinih organa ( Z94 ),                                                                                                                                                                                                                
  2. Isklju?ivo za najteže autoimune bolesti, ukoliko postoji rezistencija na druge imunosupresivne lekove.",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014250,L04AD02,takrolimus,PROGRAF,kapsula,60 po 1 mg,Astellas,Irska ,"6,284.00",5 mg,523.67,50.00,"Lek se koristi kod transplantacije bubrega, srca ili jetre i le?enja odbacivanja alogenih transplantata pri postojanju rezistencije na primenu drugih imunosupresivnih lekova (Z94).",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014251,L04AD02,takrolimus,PROGRAF,kapsula,30 po 5 mg,Astellas,Irska ,"14,565.80",5 mg,485.53,50.00,"Lek se koristi kod transplantacije bubrega, srca ili jetre i le?enja odbacivanja alogenih transplantata pri postojanju rezistencije na primenu drugih imunosupresivnih lekova (Z94).",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014252,L04AD02,takrolimus,PROGRAF,kapsula,"30 po 0,5 mg",Astellas,Irska ,"1,714.90",5 mg,571.63,50.00,"Lek se koristi kod transplantacije bubrega, srca ili jetre i le?enja odbacivanja alogenih transplantata pri postojanju rezistencije na primenu drugih imunosupresivnih lekova (Z94).",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014240,L04AD02,takrolimus,ADVAGRAF,"kapsula sa produženim osloba?anjem, tvrda","blister, 30 po 0,5 mg",Astellas Ireland Co. Ltd.,Irska,"2,449.70",5 mg,816.57,50.00,"Lek se koristi kod transplantacije bubrega, srca ili jetre i le?enja odbacivanja alogenih transplantata pri postojanju rezistencije na primenu drugih imunosupresivnih lekova (Z94).",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014242,L04AD02,takrolimus,ADVAGRAF,"kapsula sa produženim osloba?anjem, tvrda","blister, 30 po 1 mg",Astellas Ireland Co. Ltd.,Irska,"4,488.60",5 mg,748.10,50.00,"Lek se koristi kod transplantacije bubrega, srca ili jetre i le?enja odbacivanja alogenih transplantata pri postojanju rezistencije na primenu drugih imunosupresivnih lekova (Z94).",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014245,L04AD02,takrolimus,ADVAGRAF,"kapsula sa produženim osloba?anjem, tvrda","blister, 30 po 3 mg",Astellas Ireland Co. Ltd.,Irska,"14,206.60",5 mg,789.26,50.00,"Lek se koristi kod transplantacije bubrega, srca ili jetre i le?enja odbacivanja alogenih transplantata pri postojanju rezistencije na primenu drugih imunosupresivnih lekova (Z94).",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014247,L04AD02,takrolimus,ADVAGRAF,"kapsula sa produženim osloba?anjem, tvrda","blister, 30 po 5 mg",Astellas Ireland Co. Ltd.,Irska,"20,808.40",5 mg,693.61,50.00,"Lek se koristi kod transplantacije bubrega, srca ili jetre i le?enja odbacivanja alogenih transplantata pri postojanju rezistencije na primenu drugih imunosupresivnih lekova (Z94).",Lek se uvodi u terapiju na osnovu mišljenja tri lekara zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
1014020,L04AX01,azatioprin,IMURAN ,film tableta, 100 po 50 mg,Excella GmbH & CO.KG,Nema?ka,"2,030.30","0,15 g",60.91,50.00,,
1034330,L04AX03,metotreksat,"METHOTREXAT ""EBEWE""",tableta," kontejner za tablete, 50 po 2,5 mg",Ebewe Pharma Ges. M.B.H NFG. KG ,Austrija,746.80,"2,5 mg",14.94,50.00,,
1034331,L04AX03,metotreksat,"METHOTREXAT ""EBEWE""",tableta,"kontejner za tablete, 50 po 5 mg",Ebewe Pharma Ges. M.B.H NFG. KG ,Austrija,"1,331.20","2,5 mg",13.31,50.00,,
3162033,M01AE01,ibuprofen,BRUFEN ,sirup,"plasti?na bo?ica, 1 po 100 ml (100 mg/5 ml)",AbbVie S.r.l.,Italija,147.50,"1,2 g",88.50,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
3162325,M01AE01,ibuprofen,IBALGIN BABY,oralna suspenzija,"bo?ica, 1 po 100 ml (100 mg/5 ml)",Zentiva K.S.,?eška,147.50,"1,2 g",88.50,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
3162519,M01AE01,ibuprofen,NUROFEN ZA DECU SA UKUSOM NARANDŽE,oralna suspenzija,"boca plasti?na, 1 po 100 ml (100 mg/5 ml)",Reckitt Benckiser Healthcare (UK) Limited,Velika Britanija,147.50,"1,2g",88.50,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
3162001,M01AE01,ibuprofen,BLOKMAX® ZA DECU,oralna suspenzija,"boca staklena, 1 po 100ml (100mg/5ml)",Alkaloid AD Skoplje,Makedonija,147.50,"1,2g",88.50,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
3162101,M01AE01,ibuprofen,BLOKMAX ZA DECU,oralna suspenzija,"boca staklena, 1 po 60 ml (100mg/5ml)",Alkaloid AD Skopje,Republika Makedonija,88.50,"1,2 g",88.50,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
3162089,M01AE01,ibuprofen,BRUFEN,oralna suspenzija,"boca, plasti?na, 1 po 150ml (200mg/5ml)","Farmasierra Manufacturing S.L.;
Famar Nederland B.V.;
Farmalider S.A.","Španija;
Holandija;
Španija",380.90,"1,2 g",76.18,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
3162328,M01AE01,ibuprofen,NUROFEN JUNIOR NARANDŽA,oralna suspenzija,"boca plasti?na, 1 po 100ml (200mg/5ml)",Reckitt Benckiser Healthcare (UK) Limited,Velika Britanija,253.90,"1,2 g",76.17,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
3162329,M01AE01,ibuprofen,IBUMAX RP,oralna suspenzija,"boca plasti?na, 1 po 100 ml (40 mg/ml)",Hemofarm a.d. Vršac,Republika Srbija,177.70,1.2 g,53.31,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
1165122,M03BX02,tizanidin,SIRDALUD ,tableta,"blister, 30 po 4 mg",Novartis Urunleri,Turska,355.80,12 mg,35.58,50.00,"Le?enje patološki povišenog tonusa skeletnih miši?a u okviru organskih neuroloških poreme?aja (ošte?enje piramidnog trakta, multipla skleroza, cerebrovaskularni poreme?aj, mielopatija, encefalomijelitis, itd.)",Lek se uvodi na osnovu mišljenja neurologa ili neuropsihijatra ili fizijatra.
1165121,M03BX02,tizanidin,TIZAX,tablete,"blister, 30 po 4 mg",PharmaS d.o.o,Republika Srbija,355.80,12 mg,35.58,50.00,"Le?enje patološki povišenog tonusa skeletnih miši?a u okviru organskih neuroloških poreme?aja (ošte?enje piramidnog trakta, multipla skleroza, cerebrovaskularni poreme?aj, mielopatija, encefalomijelitis, itd.)",Lek se uvodi na osnovu mišljenja neurologa ili neuropsihijatra ili fizijatra.
1168089,M04AA01,alopurinol,ALOPURINOL ,tableta,"blister, 40 po 100 mg",Hemofarm a.d.,Republika Srbija,103.20,"0,4 g",10.32,50.00,,
1168051,M04AA01,alopurinol,ALOPURINOL BELUPO,tableta,"bo?ica staklena, 100 po 100 mg","Belupo, Lijekovi i Kozmetika d.d.",Hrvatska,258.00,"0,4 g",10.32,50.00,,
1168052,M04AA01,alopurinol,ALOPURINOL BELUPO,tableta,"blister, 50 po 200 mg","Belupo, Lijekovi i Kozmetika d.d.",Hrvatska,246.00,"0,4 g",9.84,50.00,,
3087302,N02AA01,morfin-sulfat,ORAMORPH,oralni rastvor,"kontejner jednodozni, 20 po 5 ml (10 mg/5 ml)",L. Molteni & C. Dei F. LLI Alitti Societa Di Esercizio S.P.A.,Italija,"1,236.70","0,1 g",618.35,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
3087303,N02AA01,morfin-sulfat,ORAMORPH,oralni rastvor,"kontejner jednodozni, 20 po 5 ml (30 mg/5 ml)",L. Molteni & C. Dei F. LLI Alitti Societa Di Esercizio S.P.A.,Italija,"1,236.70","0,1 g",206.12,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
3087301,N02AA01,morfin-sulfat,ORAMORPH,"oralne kapi, rastvor","bo?ica sa kapaljkom, 1 po 20 ml (20 mg/ml)",L. Molteni & C. Dei F. LLI Alitti Societa Di Esercizio S.P.A.,Italija,558.20,"0,1 g",139.55,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
3087304,N02AA01,morfin-sulfat,ORAMORPH,sirup,"boca staklena,1 po 100 ml (10 mg/5ml)",L. Molteni & C. Dei F. LLI Alitti Societa Di Esercizio S.P.A.,Italija,330.50,"0,1 g",165.25,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
1087711,N02AA03,hidromorfon,JURNISTA,tableta sa produženim osloba?anjem,"blister, 14 po 8 mg",Janssen Pharmaceutica N.V.; Janssen-Cilag S.P.A,Belgija; Italija,"2,733.30",20 mg,488.09,50.00, Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
1087710,N02AA03,hidromorfon,JURNISTA,tableta sa produženim osloba?anjem,"blister, 14 po 16 mg",Janssen Pharmaceutica N.V.; Janssen-Cilag S.P.A,Belgija; Italija,"4,817.20",20 mg,430.11,50.00, Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
1087715,N02AA03,hidromorfon,JURNISTA,tableta sa produženim osloba?anjem,"blister, 28 po 32 mg",Janssen Pharmaceutica N.V.; Janssen-Cilag S.P.A,Belgija; Italija,"16,948.40",20 mg,378.31,50.00, Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
1087448,N02AA05,oksikodon,CODEXY,kapsula tvrda,"blister, 30 po 5mg",Balkanpharma-Dupnitsa AD; Actavis EHF,Bugarska; Island,389.40,75 mg,194.70,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem.,
1087449,N02AA05,oksikodon,CODEXY,kapsula tvrda,"blister, 30 po 10mg",Balkanpharma-Dupnitsa AD; Actavis EHF,Bugarska; Island,594.60,75 mg,148.65,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem.,
1087450,N02AA05,oksikodon,CODEXY,kapsula tvrda,"blister, 30 po 20mg",Balkanpharma-Dupnitsa AD; Actavis EHF,Bugarska; Island,978.20,75 mg,122.28,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem.,
1087551,N02AA05,oksikodon,CODEXY PR,tableta sa produženim osloba?anjem,"blister, 30 po 5 mg","Actavis UK Limited;
Balkanpharma-Dupnista AD; Actavis EHF","Velika Britanija;
Bugarska;
Island",389.40,75 mg,194.70,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem.,
1087552,N02AA05,oksikodon,CODEXY PR,tableta sa produženim osloba?anjem,"blister, 30 po 10 mg","Actavis UK Limited;
Balkanpharma-Dupnista AD; Actavis EHF","Velika Britanija;
Bugarska;
Island",594.60,75 mg,148.65,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem.,
1087251,N02AA05,oksikodon,CODEXY PR,tableta sa produženim osloba?anjem,"blister, 30 po 20 mg","Actavis UK Limited;
Balkanpharma-Dupnista AD; Actavis EHF","Velika Britanija;
Bugarska;
Island",978.20,75 mg,122.28,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem.,
1087252,N02AA05,oksikodon,CODEXY PR,tableta sa produženim osloba?anjem,"blister, 30 po 40 mg","Actavis UK Limited;
Balkanpharma-Dupnista AD; Actavis EHF","Velika Britanija;
Bugarska;
Island","2,249.80",75 mg,140.61,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem.,
1087253,N02AA05,oksikodon,CODEXY PR,tableta sa produženim osloba?anjem,"blister, 30 po 80 mg","Actavis UK Limited;
Balkanpharma-Dupnista AD; Actavis EHF","Velika Britanija;
Bugarska;
Island","3,789.00",75 mg,118.41,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem.,
1087660,N02AA55,"oksikodon, nalokson",TARGINACT,tableta sa produženim osloba?anjem,"blister, 30 po (5mg+2.5mg)",Mundipharmab GmBH; Bard Pharmaceuticals Limited,"Nema?ka, Velika Britanija",917.40,75 mg,458.70,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
1087662,N02AA55,"oksikodon, nalokson",TARGINACT,tableta sa produženim osloba?anjem,"blister, 30 po (10mg+5mg)",Mundipharmab GmBH; Bard Pharmaceuticals Limited,"Nema?ka, Velika Britanija","1,617.40",75 mg,404.35,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
1087664,N02AA55,"oksikodon, nalokson",TARGINACT,tableta sa produženim osloba?anjem,"blister, 30 po (20mg+10mg)",Mundipharmab GmBH; Bard Pharmaceuticals Limited,"Nema?ka, Velika Britanija","2,844.50",75 mg,355.56,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
1087666,N02AA55,"oksikodon, nalokson",TARGINACT,tableta sa produženim osloba?anjem,"blister, 30 po (40mg+20mg)",Mundipharmab GmBH; Bard Pharmaceuticals Limited,"Nema?ka, Velika Britanija","5,326.10",75 mg,332.88,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,
